airport_name,far_description,investigation_type,report_status,longitude,total_minor_injuries,number_of_engines,registration_number,total_serious_injuries,publication_date,airport_code,air_carrier,location,aircraft_category,schedule,accident_number,latitude
,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N32555,0.0,23-01-1983,,,"NEWPORT RICHEY, FL",Airplane,,MIA82FA038A,
,Part 91: General Aviation,Accident,Probable Cause,,4.0,1.0,N32380,0.0,23-01-1983,,,"VICTORVILLE, CA",Airplane,,LAX82FA049B,
OLIVER FARMS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7219S,1.0,23-01-1983,O4TX,,"SAGINAW, TX",Airplane,,FTW82FPD08,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1085T,0.0,23-01-1983,,,"36 SW LARAMIE, WY",Helicopter,,DEN82DA022,
,Part 137: Agricultural,Accident,Probable Cause,,0.0,1.0,N10194,0.0,23-01-1983,,,"WATSONVILLE, CA",Helicopter,UNK,LAX82DA051,
WEISER,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N2536K,0.0,23-01-1983,T17,,"HOUSTON, TX",Airplane,,FTW82DA049,
LAREDO INTERNATIONAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N4244Z,0.0,24-01-1983,LRD,,"LAREDO, TX",Airplane,,FTW82AA046,
,Part 91: General Aviation,Accident,Probable Cause,,2.0,1.0,N80420,0.0,24-01-1983,TAN,,"TAUNTON, MA",Airplane,,NYC82FNA10,
PULLIAM FIELD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N13533,0.0,24-01-1983,FLG,,"FLAGSTAFF, AZ",Airplane,,LAX82DA052,
PAL WAUKEE,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N6492V,0.0,24-01-1983,,,"WHEELING, IL",Airplane,,CHI82FEE12,
ATHENS MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N34975,0.0,24-01-1983,AHN,,"ATHENS, GA",Airplane,,ATL82DA040,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N71734,0.0,25-01-1983,,,"BETHEL, AK",Airplane,,ANC82DAG16,
SKY HARBOR/O'MALLEY,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N4825B,0.0,25-01-1983,Z38,,"ANCHORAGE, AK",Airplane,,ANC82FA017,
,Part 137: Agricultural,Accident,Probable Cause,,0.0,1.0,N9413G,1.0,26-01-1983,,,"MUSKOGEE, OK",Airplane,UNK,FTW82FPM09,
SUSSEX,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5989W,0.0,26-01-1983,,,"SUSSEX, NJ",Airplane,,NYC82DA020,
MCCOMAS-LEES SUMMIT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N9259H,0.0,26-01-1983,K84,,"LEE'S SUMMIT, MO",Airplane,,MKC82DA025,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N89772,0.0,26-01-1983,,,"ESSEX, MO",Airplane,,MKC82DA021,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N88202,0.0,26-01-1983,,,"HAVRE, MT",Airplane,,DEN82DA023,
,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,2.0,1.0,N58214,0.0,26-01-1983,,Russell Lyon,"10MI. NW WALSEN, CO",Helicopter,NSCH,DEN82DA024,
,Part 133: Rotorcraft Ext. Load,Accident,Probable Cause,,0.0,1.0,N96142,0.0,27-01-1983,,,"LAGUNITAS, CA",Helicopter,UNK,LAX82FA061,
ANSONIA,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4918H,0.0,27-01-1983,,,"ANSONIA, CT",Airplane,,NYC82DA027,
KINGDON AIRPARK,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N64951,0.0,27-01-1983,O20,,"LODI, CA",Airplane,,LAX82DA053,
JEFFERSON COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5745T,0.0,27-01-1983,BJC,,"BROOMFIELD, CO",Airplane,,DEN82DA031,
PRIVATE STRIP,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3174C,0.0,27-01-1983,,,"HOFFMAN, MN",Airplane,,CHI82DA031,
ALBEMARLE,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2466B,0.0,27-01-1983,CHO,,"CHARLOTTESVILLE, VA",Airplane,,ATL82FID05,
,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,1.0,N32678,0.0,28-01-1983,,James Williams,"LOS GATOS, CA",Airplane,SCHD,LAX82FVM09,
SUNRIVER,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N4604N,0.0,28-01-1983,OR35,,"SUNRIVER, OR",Airplane,,SEA82DA021,
WENTZVILLE,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5333T,0.0,28-01-1983,,,"WENTZVILLE, MO",Airplane,,MKC82DA022,
TURNER FIELD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N6594U,0.0,28-01-1983,11CA,,"FOWLER, CA",Airplane,,LAX82DA054,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N6265E,0.0,28-01-1983,,,"S. OF MORGAN CI, LA",Airplane,,FTW82DA048,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3654W,0.0,28-01-1983,LOU,,"LOUISVILLE, KY",Airplane,,ATL82DA043,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1589E,0.0,29-01-1983,,,"5M E. GREENSBUR, KS",Airplane,,MKC82FA023,
,Part 91: General Aviation,Incident,Probable Cause,,0.0,2.0,N1851S,0.0,29-01-1983,,,"ATLANTA, GA",Airplane,,ATL82IA042,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1434Q,0.0,29-01-1983,,,"DARLINGTON, SC",Airplane,,ATL82FLG10,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N758RD,0.0,29-01-1983,,,"NEAR GILLETE, WY",Airplane,,DEN82DA025,
TRUCKEE TAHOE,Part 91: General Aviation,Incident,Probable Cause,,0.0,1.0,N9674C,0.0,30-01-1983,TRK,,"TRUCKEE, CA",Airplane,,LAX82IA062,
SANTA CATALINA,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4510H,0.0,30-01-1983,AVX,,"AVALON, CA",Airplane,,LAX82DA055,
OAKDALE,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5173R,0.0,30-01-1983,027,,"OAKDALE, CA",Airplane,,LAX82FVA11,
BENTON AIRPORT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1669E,0.0,30-01-1983,O85,,"REDDING, CA",Airplane,,LAX82DVG15,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N35289,0.0,30-01-1983,,,"ELKO, NV",Airplane,,LAX82DA057,
BIG BEAR CITY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N54288,0.0,30-01-1983,L35,,"BIG BEAR, CA",Airplane,,LAX82DA056,
BALD KNOB,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3041N,0.0,30-01-1983,M74,,"BALD KNOB, AR",Airplane,,FTW82DA050,
BRYCE CANYON,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5447E,0.0,30-01-1983,,,"BRYCE CANYON, UT",Airplane,,DEN82DA026,
WHISPERING PINES,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N42042,0.0,30-01-1983,10,,"CONYERS, GA",Airplane,,ATL82DA045,
CANDLER HIGHPOINT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N734YY,0.0,30-01-1983,,,"CUMBERLAND ISLA, GA",Airplane,,ATL82DA044,
SINCLAIR ISLAND,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,1.0,N53294,0.0,30-01-1983,10,"West Isle Air, Inc.","SINCLAIR ISLAND, WA",Airplane,NSCH,SEA82DA023,
LAKE PLACID,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N6758B,0.0,31-01-1983,LKP,,"LAKE PLACID, NY",Airplane,,NYC82FFA03,
ESSEX COUNTY AIRPORT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N17065,0.0,31-01-1983,CDW,,"CALDWELL, NJ",Airplane,,NYC82DA017,
MALDEN MUNI,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5005M,1.0,31-01-1983,,,"MALDEN, MO",Airplane,,MKC82DA024,
WEST PASCO,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N5406M,0.0,31-01-1983,X41,,"NEW PORT RICHEY, FL",Airplane,,MIA82DA040,
DELAND MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N21481,0.0,31-01-1983,DED,,"DELAND, FL",Airplane,,MIA82DA039,
GRASS STRIP,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2596K,0.0,31-01-1983,,,"EL CAJON, CA",Airplane,,LAX82DA058,
ALBUQUERQUE INTL.,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N89963,0.0,31-01-1983,,,"ALBUQUERQUE, NM",Airplane,,FTW82DA052,
MCKINNEY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N6409M,0.0,31-01-1983,TKI,,"MCKINNEY, TX",Airplane,,FTW82DA051,
LAS ANIMAS COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3921P,0.0,31-01-1983,TAD,,"TRINIDAD, CO",Airplane,,DEN82DA027,
GROTON-NEW LONDON,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,2.0,2.0,N451C,5.0,01-02-1983,GON,Pilgrim Airlines,"GROTON, CT",Airplane,SCHD,NYC82AA028,
CRYSTAL RIVER,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N5111D,1.0,01-02-1983,X31,,"CRYSTAL RIVER, FL",Airplane,,MIA82FLD13,
HELIPAD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N213EH,1.0,01-02-1983,,,"HITCHCOCK, TX",Helicopter,,FTW82FRA15,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N58947,0.0,01-02-1983,,,"PAMPA, TX",Airplane,,FTW82FQG14,
SONOMA VALLEY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5067C,0.0,01-02-1983,SVA,,"SONOMA, CA",Airplane,,LAX82FVD09,
N. LAS VEGAS AIR TERMINAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5481S,0.0,01-02-1983,VGT,,"LAS VEGAS, NV",Airplane,,LAX82DA059,
CRAWFORD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2575X,0.0,01-02-1983,LCR,,"LAS CRUCES, NM",Airplane,,FTW82DA053,
ANDERSON MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N5400G,0.0,01-02-1983,AID,,"ANDERSON, IN",Airplane,,CHI82DA033,
,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,1.0,N8178F,1.0,01-02-1983,,Alpine Aviation,"ROCK SPRINGS, WY",Airplane,NSCH,DEN82DA028,
STEWART,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,2.0,N62481,0.0,02-02-1983,SWF,"Air Ventures, Inc.","NEWBURGH, NY",Airplane,NSCH,NYC82FA029,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3166J,0.0,02-02-1983,,,"JEANERETTE, LA",Airplane,,FTW82FRD08,
PRIVATE STRIP,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N756GF,0.0,02-02-1983,,,"MOSES LAKE, WA",Airplane,,SEA82DA024,
TERRELL COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N6618N,0.0,02-02-1983,6R6,,"DRYDEN, TX",Airplane,,FTW82DA054,
SALT LAKE #2,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N12BK,0.0,02-02-1983,U42,,"WEST JORDAN, UT",Airplane,,DEN82DTM10,
SKY HARBOR INTL ARPT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N11578,0.0,03-02-1983,,,"PARADISE VALLEY, AZ",Airplane,,LAX82FUJ27,
YAMPA VALLEY,Part 91: General Aviation,Accident,Probable Cause,,6.0,2.0,N149JA,0.0,03-02-1983,HDN,,"HAYDEN, CO",Airplane,,DEN82DA029,
PHILADELPHIA INTL,Part 121: Air Carrier,Accident,Probable Cause,,0.0,3.0,N1814U,1.0,03-02-1983,PHL,United Airlines Inc.,"PHILADELPHIA, PA",Airplane,SCHD,DCA82AA014,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5527G,0.0,03-02-1983,,,"NR. COLBERT, WA",Airplane,,SEA82DA025,
PRIVATE RANCH,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3579T,0.0,03-02-1983,,,"MT. HAMILTON, CA",Airplane,,LAX82DVM10,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2777B,0.0,03-02-1983,,,"INDIANAPOLIS, IN",Helicopter,,CHI82DA034,
ROBERT MILLER,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N9759Q,0.0,03-02-1983,N44,,"TOMS RIVER, NJ",Airplane,,NYC82FHD06,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N90286,0.0,04-02-1983,,,"ORMAND BEACH, FL",Helicopter,,MIA82FA042,
BURNS MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5193X,0.0,04-02-1983,BNO,,"BURNS, OR",Airplane,,SEA82DA026,
SHIP SHOAL 87,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2623,0.0,04-02-1983,SS87,,GULF OF MEXICO,Helicopter,,FTW82DA055,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1306H,0.0,05-02-1983,,,"120 NM SSE OF M, FL",Airplane,,MIA82DA050,
,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,1.0,N75225,0.0,05-02-1983,,Air Security Transport Corpora,"LAMBSBURG, VA",Airplane,NSCH,ATL82FA047,
ELLINGTON,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N721FL,1.0,05-02-1983,,,"ELLINGTON, CT",Airplane,,NYC82FNE03,
FRANK SIKES,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N123WL,1.0,05-02-1983,04A,,"LUVERNE, AL",Airplane,,ATL82DA046,
MEDFORD-JACKSON COUNTY,Part 137: Agricultural,Accident,Probable Cause,,0.0,1.0,N56270,0.0,06-02-1983,MFR,,"MEDFORD, OR",Airplane,UNK,SEA82DA028A,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N747CE,2.0,06-02-1983,,,"FT. PIERCE, FL",Airplane,,MIA82FLD15,
RIED HILLVIEW,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N71681,0.0,06-02-1983,RHV,,"SAN JOSE, CA",Airplane,,LAX82DA065B,
MEDFORD-JACKSON COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N95078,0.0,06-02-1983,MFR,,"MEDFORD, OR",Airplane,,SEA82DA028B,
SPRINGFIELD MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7041C,0.0,06-02-1983,SGF,,"SPRINGFIELD, MO",Airplane,,MKC82DA027,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,0.0,N5571N,0.0,06-02-1983,,,"GLENDALE, AZ",Balloon,,LAX82DA098,
RIED HILLVIEW,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N3343D,0.0,06-02-1983,RHV,,"SAN JOSE, CA",Airplane,,LAX82DA065A,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N49013,0.0,06-02-1983,,,"CORONA, CA",Airplane,,LAX82DA064,
DAVIS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7644F,0.0,06-02-1983,2D8,,"EAST LANSING, MI",Airplane,,CHI82DA039,
BROWNSBURG,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N93607,0.0,06-02-1983,I01,,"BROWNSBURG, IN",Airplane,,CHI82DA037,
MOUNT HAWLEY AUX.,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8510S,0.0,06-02-1983,3MY,,"PEORIA, IL",Airplane,,CHI82DA036,
BUFFALO,Part 91: General Aviation,Accident,Probable Cause,,2.0,1.0,N10794,0.0,06-02-1983,8Y2,,"BUFFALO, MN",Airplane,,CHI82DA035,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7361P,0.0,07-02-1983,,,"W. OF HOMESTEAD, FL",Airplane,,MIA82FA044B,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2280G,0.0,07-02-1983,,,"W. OF HOMESTEAD, FL",Airplane,,MIA82FA044A,
KALAUPAPA,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N16524,4.0,07-02-1983,,,"KALAUPAPA, HI",Airplane,,LAX82FJA04,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N731NQ,0.0,07-02-1983,,,"6 NM NORTH OF S, AZ",Airplane,,LAX82FA072,
AURORA,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4660W,1.0,07-02-1983,3S2,,"AURORA, OR",Airplane,,SEA82FYM09,
GEORGE O. BEARDSLEY FIELD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8280W,0.0,07-02-1983,S40,,"PROSSER, WA",Airplane,,SEA82DA027,
MARTHAS VINEYARD,Part 91: General Aviation,Accident,Probable Cause,,,1.0,N41694,,05-05-2011,,,"MARTHAS VINEYARD, MA",Airplane,,NYC82DA033,
MCGUIRE AFB,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N738QM,0.0,07-02-1983,,,"WRIGHTSTOWN, NJ",Airplane,,NYC82DA031,
CAPE GIRARDEAU MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5272B,0.0,07-02-1983,CGI,,"CAPE GIRARDEAU, MO",Airplane,,MKC82DA029,
WASHINGTON MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2501N,0.0,07-02-1983,C61,,"WASHINGTON, IA",Airplane,,MKC82DA028,
ARTESIA MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N33281,0.0,07-02-1983,ATS,,"ARTESIA, NM",Airplane,,FTW82DA056,
ROSS FIELD,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N9893J,0.0,07-02-1983,BEH,,"BENTON HARBOR, MI",Airplane,,CHI82DA041,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N46733,0.0,07-02-1983,,,"CANTON, MI",Airplane,,CHI82DA040,
PUTNAM COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7804U,0.0,07-02-1983,4I7,,"GREENCASTLE, IN",Airplane,,CHI82DA038,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N733ZR,0.0,08-02-1983,,,"SANTA YSABEL, CA",Airplane,,LAX82FA070,
MEREDITH,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N13165,0.0,08-02-1983,,,"BROWNSVILLE, KY",Airplane,,ATL82DA049,
PRIVATE STRIP,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2887Z,0.0,08-02-1983,,,"SANDERSON, TX",Airplane,,FTW82FQD09,
LANSING MUNI,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N65619,0.0,08-02-1983,,,"LANSING, IL",Airplane,,CHI82DEE13,
COLES COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8282Z,0.0,08-02-1983,MTO,,"MATTOON, IL",Airplane,,CHI82DA043,
PORTER COUNTY,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N2203B,0.0,08-02-1983,VPZ,,"VALPARAISO, IN",Airplane,,CHI82DA042,
,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N9479M,0.0,08-02-1983,,,"NASHVILLE, TN",Airplane,,ATL82FKW04,
DAVIS AIRPARK,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N89047,0.0,08-02-1983,,,"STATESBORO, GA",Airplane,,ATL82DA050,
NASHVILLE METRO,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N60427,0.0,08-02-1983,,,"NASHVILLE, TN",Airplane,,ATL82DA048,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2562K,0.0,09-02-1983,,,"HICKMAN, CA",Airplane,,LAX82DA068,
KARDYS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7148N,0.0,09-02-1983,15R,,"CIBOLO, TX",Airplane,,FTW82FRG22,
BIRMINGHAM MUNI,Part 91: General Aviation,Incident,Probable Cause,,0.0,2.0,N205SG,0.0,09-02-1983,,,"BIRMINGHAM, AL",Airplane,,ATL82IA051,
CARLSBAD AIRPORT,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N69DH,0.0,09-02-1983,CRQ,,"CARLSBAD, CA",Airplane,,LAX82DA066,
GATEWAY NORTH INDUSTRIAL,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N12562,0.0,09-02-1983,Y25,,"ANOKA, MN",Airplane,,CHI82DA044,
NEWPORT NEWS,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N5218J,0.0,09-02-1983,PHF,,"NEWPORT NEWS, VA",Airplane,,ATL82FID06,
,Part 135: Air Taxi & Commuter,Accident,Probable Cause,,0.0,1.0,N8456Q,0.0,09-02-1983,,Wright Air Service,"FORT YUKON, AK",Airplane,NSCH,ANC82DA018,
LAKE WALES,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N5207J,2.0,10-02-1983,,,"LAKE WALES, FL",Airplane,,MIA82FLD16,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N200WJ,0.0,10-02-1983,,,"TWENTYNINE PALM, CA",Airplane,,LAX82FA069,
PLYMOUTH COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N84330,0.0,10-02-1983,PYM,,"PLYMOUTH, MA",Airplane,,NYC82DA032,
SPANISH FORK,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N5439J,0.0,10-02-1983,,,"SPANISH FORK, UT",Airplane,,DEN82DA030,
WAYNE COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N8299F,0.0,10-02-1983,,,"JESSUP, GA",Airplane,,ATL82FA052,
RESTRICTED HELIPORT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N2256G,0.0,10-02-1983,,,"URBANA, IL",Helicopter,,CHI82DA045,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N24CC,0.0,11-02-1983,,,"MIAMI, FL",Airplane,,MIA82FA045,
TREMBLE RANCH,Part 137: Agricultural,Accident,Probable Cause,,0.0,1.0,N6659Q,0.0,11-02-1983,,,"VALLEY HOME, CA",Airplane,UNK,LAX82DVA12,
SPIRIT OF ST. LOUIS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N757YE,0.0,11-02-1983,,,"CHESTERFIELD, MO",Airplane,,MKC82DA030,
BRENHAM MUNICIPAL,Part 91: General Aviation,Accident,Probable Cause,,,2.0,N6894L,,30-10-2017,,,"BRENHAM, TX",Airplane,,FTW82FRA16,
,Part 135: Air Taxi & Commuter,Incident,Probable Cause,,0.0,2.0,N80701,0.0,12-02-1983,,"Newair Flight, Inc.","JAMAICA, NY",Airplane,SCHD,NYC82IA036,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5266P,4.0,12-02-1983,,,"PLEASANT HILL, OH",Airplane,,CHI82FEG02,
FT. LAUDERDALE INTL,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N1515V,0.0,12-02-1983,FLL,,"FT. LAUDERDALE, FL",Airplane,,MIA82DA046,
LORAIN COUNTY REGIONAL,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N49952,0.0,12-02-1983,22G,,"ELYRIA, OH",Airplane,,CHI82DA054,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N99WM,0.0,13-02-1983,,,"HOLLISTER, CA",Airplane,,LAX82FA078,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,2.0,N8455Y,0.0,13-02-1983,,,"NEAR SONOMA, CA",Airplane,,LAX82FA074,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N1433J,0.0,13-02-1983,,,"NEAR LOS BANOS, CA",Airplane,,LAX82FA073,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8385D,0.0,13-02-1983,,,"GILROY, CA",Airplane,,LAX82FA071,
EAST KANSAS CITY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N7947Z,0.0,13-02-1983,3GV,,"GRAIN VALLEY, MO",Airplane,,MKC82DA037,
BRADLEY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4822B,0.0,13-02-1983,MBY,,"MOBERLY, MO",Airplane,,MKC82DA034,
FERGUSON,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N82004,0.0,13-02-1983,82J,,"PENSACOLA, FL",Airplane,,MIA82DA048,
NAVAJO STATE PARK,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8862B,0.0,13-02-1983,IVO,,"NAVAJO DAM, NM",Airplane,,FTW82DA057,
,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N4380Z,0.0,13-02-1983,,,"PLENTYWOOD, MT",Airplane,,DEN82DA036,
,Part 91: General Aviation,Accident,Probable Cause,,1.0,1.0,N9447U,0.0,13-02-1983,,,"ALTAMONT, IL",Airplane,,CHI82DA046,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4393C,0.0,14-02-1983,,,"NEW GLOUCESTER, ME",Airplane,,NYC82FNC04,
,Part 133: Rotorcraft Ext. Load,Accident,Probable Cause,,0.0,1.0,N2240H,1.0,14-02-1983,,,"QUINCY, CA",Helicopter,UNK,LAX82FXQ04,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N4539U,2.0,14-02-1983,,,"DAGGETT, CA",Airplane,,LAX82DUG06,
CLEVELAND,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5101B,0.0,14-02-1983,GR3,,"CLEVELAND, TX",Airplane,,FTW82DA058,
SEAMANS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N14908,0.0,14-02-1983,,,"FACTORYVILLE, PA",Airplane,,NYC82DA034,
SPIRIT OF ST. LOUIS,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N18102,0.0,14-02-1983,,,"CHESTERFIELD, MO",Airplane,,MKC82DA031,
,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N98367,0.0,14-02-1983,,,"MIAMI, FL",Airplane,,MIA82DA057,
BOONE COUNTY,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N24007,0.0,14-02-1983,6I4,,"LEBANON, IN",Airplane,,CHI82DA055,
DWIGHT,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N8252V,0.0,14-02-1983,DTG,,"DWIGHT, IL",Airplane,,CHI82DA053,
TOLEDO SUBURBAN,Part 91: General Aviation,Accident,Probable Cause,,0.0,1.0,N5543J,0.0,14-02-1983,5G9,,"LAMBERTVILLE, MI",Airplane,,CHI82DA049,
